bankCode,bankName,dest
533345,PROTECTED BDC LTD,C:/python_work/bvn_user_actitities/destination/
533346,B. A SALGA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533348,DSI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533349,ORLU BDC LTD,C:/python_work/bvn_user_actitities/destination/
533350,BIDLOTS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533351,PERFECT PLAN BDC LTD,C:/python_work/bvn_user_actitities/destination/
533352,HIGH CLASS BDC,C:/python_work/bvn_user_actitities/destination/
533353,GUDUMBE ROYAL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533354,SIONI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533355,MILLJAY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533356,SHA DAI INT NIG LTD (BDC),C:/python_work/bvn_user_actitities/destination/
533357,ECLAT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533358,KATEKO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533359,AWUYA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533360,PEARL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533361,SMART CARE GLOBAL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533362,Dakare BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533363,MALACHAI EXCHANGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533364,SCORBETIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533365,MAGNIFICENT  BUREAU DECHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533366,CORPORATE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533367,Crown Exchange BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533368,Goodnature Bureau De Change LTD,C:/python_work/bvn_user_actitities/destination/
533369,Whiteson Bureau De Change LTD,C:/python_work/bvn_user_actitities/destination/
533370,ASHBETH BDC LTD,C:/python_work/bvn_user_actitities/destination/
533371,Best Option Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533372,ROSIYKE BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533373,SAULAWA BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533374,ZATIS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533375,NEW PLANET BDC,C:/python_work/bvn_user_actitities/destination/
533376,Westville Bureau De Change Ltd,C:/python_work/bvn_user_actitities/destination/
533377,DAYLIGHT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533378,PEANARD BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533379,CORADEEN BDC LTD,C:/python_work/bvn_user_actitities/destination/
533380,Doylan Bureau De Change Ltd,C:/python_work/bvn_user_actitities/destination/
533381,CHRISTOGRACE  BDC LTD,C:/python_work/bvn_user_actitities/destination/
533382,CRESCENTDEEN BDC LTD,C:/python_work/bvn_user_actitities/destination/
533384,TOPSHOT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533385,ACA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533386,GOODLIFE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533387,DEDON BDC LTD,C:/python_work/bvn_user_actitities/destination/
533388,PARALLEX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533389,MDD GALADANCHI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533390,MGBO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533391,MAIWURNO BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533392,SOUTHGATE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533393,CTL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533394,GOMBAWA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533395,DURACELL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533396,RUBY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533397,WISDOM BDC LTD,C:/python_work/bvn_user_actitities/destination/
533398,Multi Currency BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533399,NASWAD BDC LTD,C:/python_work/bvn_user_actitities/destination/
533400,SPREADING ROYAL BDC,C:/python_work/bvn_user_actitities/destination/
533401,DE-HONEY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533402,PRIMO BDC NIG LTD,C:/python_work/bvn_user_actitities/destination/
533403,TRUE REAL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533404,DANDISHE BDC  LTD,C:/python_work/bvn_user_actitities/destination/
533406,FIRST MONEYCORP BDC,C:/python_work/bvn_user_actitities/destination/
533407,MAYDEJ BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533408,VISTA VENTURES BDC,C:/python_work/bvn_user_actitities/destination/
533409,MOAT HOB BDC LTD,C:/python_work/bvn_user_actitities/destination/
533410,GAZAZ BDC TD,C:/python_work/bvn_user_actitities/destination/
533411,FORESIGHT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533412,GENMAN BDC LTD,C:/python_work/bvn_user_actitities/destination/
533413,FAG FOREX BDC,C:/python_work/bvn_user_actitities/destination/
533415,NOUVEAU FX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533416,PEACE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533417,CHIPTSTAR BDC LTD,C:/python_work/bvn_user_actitities/destination/
533418,GOLD SHOWERS BDC,C:/python_work/bvn_user_actitities/destination/
533419,GOD'S MERCIES BDC LTD,C:/python_work/bvn_user_actitities/destination/
533420,AMUGBARA TWO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533421,DOMINION BDC LTD,C:/python_work/bvn_user_actitities/destination/
533422,CHANELLE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533423,CORDINATE BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533424,CROMAT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533426,FRANKEM BDC LTD,C:/python_work/bvn_user_actitities/destination/
533427,DEEPPOINT BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533428,GIANT BDC,C:/python_work/bvn_user_actitities/destination/
533429,FRUITS BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533430,NABOYI BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533431,GREAT ALBERT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533432,D.TOPHERS NIG LTD (BDC),C:/python_work/bvn_user_actitities/destination/
533433,PARKERFUND BDC,C:/python_work/bvn_user_actitities/destination/
533434,ATI BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533435,ARTCHRIS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533436,NAKAS BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533437,OBEENAM BDC LTD,C:/python_work/bvn_user_actitities/destination/
533438,GOOD YEAR BDC LTD,C:/python_work/bvn_user_actitities/destination/
533439,JADOFFS BDC,C:/python_work/bvn_user_actitities/destination/
533440,MANISSA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533441,FAVOURITE BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533442,EXCHANGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533443,AV&C BDC LTD,C:/python_work/bvn_user_actitities/destination/
533444,EMPIRE BDC LTD.,C:/python_work/bvn_user_actitities/destination/
533445,REALMASTERPIECE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533446,EMMYBEST BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533447,HOMAGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533448,SALWA BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533449,KABARA BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533450,GODS GUIDE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533451,EMERALD AGENCIES LTD,C:/python_work/bvn_user_actitities/destination/
533452,MEKUNE BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533453,GENELO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533454,Evergreen Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533455,GODSWILL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533456,RCF BDC LTD,C:/python_work/bvn_user_actitities/destination/
533457,QARAN EXPRESS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533458,JETOLANI BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533459,PRISCA AND PRINCE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533460,GEDEGWU BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533461,VALEX BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533462,Freshtart BDC Limited,C:/python_work/bvn_user_actitities/destination/
533463,Zandam Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533464,Zamedi Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533465,NEOFAD BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533466,GLOSSARY BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533467,Above & Beyond Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533468,AEROSOFT BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533469,Taste Of Diamond Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533470,Pecunnia Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533471, LOVONUS BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533472,FORTUNE BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533473,MUHIBBA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533474,ROYALTY FOREX RESOURCES,C:/python_work/bvn_user_actitities/destination/
533475,CONTINENTAL BDC,C:/python_work/bvn_user_actitities/destination/
533476,MONEY LINE TREASURY BDC,C:/python_work/bvn_user_actitities/destination/
533477,PASSAGE GOLD BDC,C:/python_work/bvn_user_actitities/destination/
533478,SURU BDC LTD,C:/python_work/bvn_user_actitities/destination/
533480,HENRY MC CATHY ASSOCIATES BDC LTD,C:/python_work/bvn_user_actitities/destination/
533484,S AMINU BDC LTD,C:/python_work/bvn_user_actitities/destination/
533487,EMERGING BDC LTD,C:/python_work/bvn_user_actitities/destination/
533488,NAPOLI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533489,TOKSMAIL BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533490,KASIM BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533491,ZEKWES BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533492,IMAM AHMAD BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533493,CHRISBON BDC,C:/python_work/bvn_user_actitities/destination/
533494,DERAVINE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533495,AMIR CLEAN EXCHANGE BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533496,HAMMARK BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533497,ETIXIS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533498,POWERBOSS BDC NIG LTD,C:/python_work/bvn_user_actitities/destination/
533499,WHITTI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533500,MAIJIDDA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533501,HUI BDC,C:/python_work/bvn_user_actitities/destination/
533502,PRAMEX BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533503,WHITESTAR BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533504,VIRGO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533505,GBODESHERRY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533506,Fountain BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533507,LUMEN CHRIST BDC LTD,C:/python_work/bvn_user_actitities/destination/
533508,More blessing BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533510,TROPIC TIMES BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533511,REVELATION BDC LTD,C:/python_work/bvn_user_actitities/destination/
533512,SOM NLEMZY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533513,Rotak  Bureau De Change,C:/python_work/bvn_user_actitities/destination/
533514,CHELSEA BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533515,NUFAC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533516,Light Trackers BDC Ltd.,C:/python_work/bvn_user_actitities/destination/
533517,COUNTRYWIDE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533518,De-Movers Bureau De Change LTD,C:/python_work/bvn_user_actitities/destination/
533519,BAGGAISA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533520,VICNERE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533521,WARMADO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533522,Treasure Harmony Bdc,C:/python_work/bvn_user_actitities/destination/
533523,HAJIKAWU INVESTMENT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533524,DYSS  BDC LTD,C:/python_work/bvn_user_actitities/destination/
533526,CONSUMER BDC LTD,C:/python_work/bvn_user_actitities/destination/
533528,JASAWA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533529,SALOGURU BDC LTD,C:/python_work/bvn_user_actitities/destination/
533530,FRIENDS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533531,Zabadeen Global Forex  BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533532,BB&B BDC LTD,C:/python_work/bvn_user_actitities/destination/
533533,EASY NETWORK BDC LTD,C:/python_work/bvn_user_actitities/destination/
533534,SOPHIA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533535,BUYUK BDC LTD.,C:/python_work/bvn_user_actitities/destination/
533536,Cross country BDC,C:/python_work/bvn_user_actitities/destination/
533537,CHIBUONAS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533538,EPOCH BDC LTD,C:/python_work/bvn_user_actitities/destination/
533539,PENIEL BDC  LTD,C:/python_work/bvn_user_actitities/destination/
533540,JAVIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533541,SEASONS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533542,SOLUTIONS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533543,CATHERINE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533544,PEACOCK BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533545,COLONY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533546,ORGANIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533547,FIRST CURRENCY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533548,RANGE GLOBAL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533549,D.ANA'IBI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533550,     AUS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533551,COOLBUCK BDC LTD,C:/python_work/bvn_user_actitities/destination/
533552,BF BDC LTD,C:/python_work/bvn_user_actitities/destination/
533553,BOIG BDC LTD,C:/python_work/bvn_user_actitities/destination/
533554,JENIC BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533555,RWD BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533556,PROSPECT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533557,APEM BDC LTD,C:/python_work/bvn_user_actitities/destination/
533558,TRUETRUST,C:/python_work/bvn_user_actitities/destination/
533559,EFFEX BDC,C:/python_work/bvn_user_actitities/destination/
533560,WHITE DIAMOND BDC LTD,C:/python_work/bvn_user_actitities/destination/
533561,MUNTAZ BDC,C:/python_work/bvn_user_actitities/destination/
533562,FIRST TROPIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533563,CHARITON BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533564,ARISE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533565,REJOICE BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533566,Perry-Ferry Bureau,C:/python_work/bvn_user_actitities/destination/
533567,AMEYA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533568,LLOYDS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533569,NOBLE TREASURE BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533570,MASHA ALLAH BDC LTD,C:/python_work/bvn_user_actitities/destination/
533571,ETHAN BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533572, GOOD LAND BUREAU DE CHANGE LTD,C:/python_work/bvn_user_actitities/destination/
533573,BETHESDA BDC,C:/python_work/bvn_user_actitities/destination/
533574,Alsas BDC,C:/python_work/bvn_user_actitities/destination/
533575,SUN RISEN GLOBAL BDC LTD.,C:/python_work/bvn_user_actitities/destination/
533576,Skitoka BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533577,ADDCO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533578,FOBLO BDC,C:/python_work/bvn_user_actitities/destination/
534363,CRC Bureau limited,C:/python_work/bvn_user_actitities/destination/
535689,CAPITAL EXPRESS SECURITIES,C:/python_work/bvn_user_actitities/destination/
535788,Trident MFB,C:/python_work/bvn_user_actitities/destination/
540230,EKONDO MFB,C:/python_work/bvn_user_actitities/destination/
542542,FECETU MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
543212,AB MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
543622,Teasy Mobile,C:/python_work/bvn_user_actitities/destination/
544444,Microvis Microfinance Bank,C:/python_work/bvn_user_actitities/destination/
544446,Personal Trust MFB,C:/python_work/bvn_user_actitities/destination/
545545,Upperlink Limited,C:/python_work/bvn_user_actitities/destination/
547896,NOBLESERVE CAPITAL MANAGEMENT LIMITED,C:/python_work/bvn_user_actitities/destination/
549355,VAS2Nets Technologies,C:/python_work/bvn_user_actitities/destination/
549710,Delta Trust Mortgage Finance,C:/python_work/bvn_user_actitities/destination/
551570,ORAUKWU MICROFINANCE BANK LIMITED,C:/python_work/bvn_user_actitities/destination/
551711,FLUTTERWAVE TECHNOLOGY SOLUTIONS,C:/python_work/bvn_user_actitities/destination/
555000,AL-HAYAT MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
555111,ISALE OYO MFB LTD,C:/python_work/bvn_user_actitities/destination/
555555,Falcon Securities Ltd,C:/python_work/bvn_user_actitities/destination/
556600,Advans La Fayette MFB,C:/python_work/bvn_user_actitities/destination/
556700,Citycode Mortgage Bank,C:/python_work/bvn_user_actitities/destination/
559807,BOJI BOJI MCROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
560700,PHRONESIS SECURITIES,C:/python_work/bvn_user_actitities/destination/
565656,UIDC SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
566000,YES MFB,C:/python_work/bvn_user_actitities/destination/
566001,Still Earth Capital Finance,C:/python_work/bvn_user_actitities/destination/
566002,FETS,C:/python_work/bvn_user_actitities/destination/
566003,Credit Afrique,C:/python_work/bvn_user_actitities/destination/
566004,EQUITY ASSURANCE PLC,C:/python_work/bvn_user_actitities/destination/
566500,FULLRANGE MFB,C:/python_work/bvn_user_actitities/destination/
567654,Mutual Trust Mfb Ltd,C:/python_work/bvn_user_actitities/destination/
567980,JESSEFIELDMFB,C:/python_work/bvn_user_actitities/destination/
569821,FIRST MARINA TRUST LIMITED,C:/python_work/bvn_user_actitities/destination/
570230,UNEX CAPITAL,C:/python_work/bvn_user_actitities/destination/
576543,9 Payment Service Bank,C:/python_work/bvn_user_actitities/destination/
578098,CORONATION REGISTRARS LIMITED,C:/python_work/bvn_user_actitities/destination/
578764,Unilag Microfinance Bank Limited,C:/python_work/bvn_user_actitities/destination/
579525,Nigeria Navy  Microfinance  Bank Ltd,C:/python_work/bvn_user_actitities/destination/
580711,FCSL ASSET MANAGEMENT,C:/python_work/bvn_user_actitities/destination/
585858,ANCHORIA ASSET MANAGEMENT LIMITED,C:/python_work/bvn_user_actitities/destination/
586230,UNION CAPITAL MARKETS,C:/python_work/bvn_user_actitities/destination/
587415,ADEYEMI COLLEGE STAFF MICROFINANCE BANK LIMITED,C:/python_work/bvn_user_actitities/destination/
587469,Megapraise Microfinance Bank Limited,C:/python_work/bvn_user_actitities/destination/
587965,ROYAL EXCHANGE FINANCE CO. LTD,C:/python_work/bvn_user_actitities/destination/
588522,MEZCREDIT FINANCE LIMITED,C:/python_work/bvn_user_actitities/destination/
589076,AT&A INVESTMENTS LIMITED,C:/python_work/bvn_user_actitities/destination/
589711,LAGOS BUILDING INVESTMENT COMPANY,C:/python_work/bvn_user_actitities/destination/
589762,QUICKFUND MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
589763,NICHOLE FINANCE COMPANY LIMITED,C:/python_work/bvn_user_actitities/destination/
590230,DEEP TRUST INVESTMENT,C:/python_work/bvn_user_actitities/destination/
590989,Zuxx Nigeria Limited,C:/python_work/bvn_user_actitities/destination/
590990,14987815,C:/python_work/bvn_user_actitities/destination/
595959,FORTHRIGHT SECURITIES & INVESTMENTS LTD,C:/python_work/bvn_user_actitities/destination/
598232,FORESIGHT MFB LTD,C:/python_work/bvn_user_actitities/destination/
599030,ROYAL EXCHANGE  MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
599230,DE-LORDS SECURITIES,C:/python_work/bvn_user_actitities/destination/
599231,Adunni BDC Ltd,C:/python_work/bvn_user_actitities/destination/
599232,Beauty Sky BDC Ltd,C:/python_work/bvn_user_actitities/destination/
599233,Sheffield Invest. Ltd,C:/python_work/bvn_user_actitities/destination/
599234,VIC-CIL INTERNATIONAL BDC LTD.,C:/python_work/bvn_user_actitities/destination/
599235,CONCLAVE BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
599236,COY OPTIONS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599237,DESERT FOX BDC LTD,C:/python_work/bvn_user_actitities/destination/
599238,SELE BDC LTD,C:/python_work/bvn_user_actitities/destination/
599239,ALMARKS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599240,PLEROMA BDC LTD,C:/python_work/bvn_user_actitities/destination/
599241,CALLYBEN BDC LTD,C:/python_work/bvn_user_actitities/destination/
599242,ICON AGIO BDC LTD,C:/python_work/bvn_user_actitities/destination/
599243,KHAFZAS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599244,DEALERS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599245,CHIMA BDC LTD,C:/python_work/bvn_user_actitities/destination/
599246,VAL BDC LTD,C:/python_work/bvn_user_actitities/destination/
599247,FORTUNE BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
599248,GOLDMINE BDC LTD,C:/python_work/bvn_user_actitities/destination/
599249,DEENA BDC LTD,C:/python_work/bvn_user_actitities/destination/
599250,DENIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
599251,JUSTIX BDC LTD,C:/python_work/bvn_user_actitities/destination/
599252,LOVONUS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599253,MARFRED FOREX EXCHANGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
599254,AJANA BDC,C:/python_work/bvn_user_actitities/destination/
599255,SYLVESTER BDC LTD,C:/python_work/bvn_user_actitities/destination/
599256,SANNIPHIL BDC LTD,C:/python_work/bvn_user_actitities/destination/
599257,SAN BDC LTD,C:/python_work/bvn_user_actitities/destination/
599258,ABDECO BDC LTD,C:/python_work/bvn_user_actitities/destination/
599259,GOLDHALL BDC LTD,C:/python_work/bvn_user_actitities/destination/
599260,BABBAN KAROFI BDC LTD,C:/python_work/bvn_user_actitities/destination/
599261,BIMO BDC LTD,C:/python_work/bvn_user_actitities/destination/
599262,ARROW CENTRE BDC,C:/python_work/bvn_user_actitities/destination/
599263,BUSINESS ALLY BDC,C:/python_work/bvn_user_actitities/destination/
599264,TM-LINK BDC LTD,C:/python_work/bvn_user_actitities/destination/
599265,GLASSYN RESOURCES BDC LTD ,C:/python_work/bvn_user_actitities/destination/
599266,NUMBER 6 BDC LTD,C:/python_work/bvn_user_actitities/destination/
599267,Torotoroma BDC Ltd,C:/python_work/bvn_user_actitities/destination/
599268,Jonaz BDC,C:/python_work/bvn_user_actitities/destination/
599269,FINANCIAL SPECTRUM BDC LTD,C:/python_work/bvn_user_actitities/destination/
599270,BASDAN BDC LTD,C:/python_work/bvn_user_actitities/destination/
599271,S AND J BDC LTD,C:/python_work/bvn_user_actitities/destination/
599272,READING BDC,C:/python_work/bvn_user_actitities/destination/
599273,Projimpex BDC LTD,C:/python_work/bvn_user_actitities/destination/
599274,FRANKTOPSY BDC LTD,C:/python_work/bvn_user_actitities/destination/
599275,INKIYA BDC,C:/python_work/bvn_user_actitities/destination/
599276,MUCHI BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
599277,ZETAC BDC,C:/python_work/bvn_user_actitities/destination/
599278,BASIS POINT EXCHANGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
599279,CLASSIC DIAMOND BDC LTD,C:/python_work/bvn_user_actitities/destination/
599280,STULTIFY BDC LTD,C:/python_work/bvn_user_actitities/destination/
599281,PILOT BDC LTD,C:/python_work/bvn_user_actitities/destination/
599282,AL-GULAM INTERNATIONAL FOREX BDC LTD,C:/python_work/bvn_user_actitities/destination/
599283,GLORYLAND BDC LTD,C:/python_work/bvn_user_actitities/destination/
599284,SHYTON BDC LTD.,C:/python_work/bvn_user_actitities/destination/
599285,CASTRO BDC LTD,C:/python_work/bvn_user_actitities/destination/
599286,BESTWAY BDC LTD,C:/python_work/bvn_user_actitities/destination/
599287,FADAMA BDC LTD,C:/python_work/bvn_user_actitities/destination/
599288,TAXLANE PASSION CURRENCY BDC LTD,C:/python_work/bvn_user_actitities/destination/
599289,CARRICK BDC LTD,C:/python_work/bvn_user_actitities/destination/
599290,CHUKWUMA BDC LTD,C:/python_work/bvn_user_actitities/destination/
599291,CUPID INVESTMENT BDC LTD,C:/python_work/bvn_user_actitities/destination/
599292,Futureview BDC  LTD,C:/python_work/bvn_user_actitities/destination/
599293,GREEN AND WHITE BDC LTD.,C:/python_work/bvn_user_actitities/destination/
599294,HOME FRONT BDC LTD,C:/python_work/bvn_user_actitities/destination/
599295,INSAF BDC LTD,C:/python_work/bvn_user_actitities/destination/
599296,ZEMAH BDC LTD,C:/python_work/bvn_user_actitities/destination/
599297,SONRIS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599298,SABLES BDC LTD,C:/python_work/bvn_user_actitities/destination/
599299,EMALIZESTH BDC LTD,C:/python_work/bvn_user_actitities/destination/
599300,THOMPSON UK BDC LTD,C:/python_work/bvn_user_actitities/destination/
599301,BISOLAD BDC LTD,C:/python_work/bvn_user_actitities/destination/
599302,RUWANSAMA BDC LTD,C:/python_work/bvn_user_actitities/destination/
599303,LUGIN BDC LTD,C:/python_work/bvn_user_actitities/destination/
599304,MAIAGOGO BDC LTD,C:/python_work/bvn_user_actitities/destination/
599305,MOSS ALLEN EXCHANGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
599306,NADEEM BDC LTD,C:/python_work/bvn_user_actitities/destination/
599308,VANSON BDC LTD,C:/python_work/bvn_user_actitities/destination/
599309,AXIS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599310,CARNIVAL BDC LTD,C:/python_work/bvn_user_actitities/destination/
599311,OKPONOPKU BDC LTD,C:/python_work/bvn_user_actitities/destination/
599312,NUCLEUS BDC LTD,C:/python_work/bvn_user_actitities/destination/
599313,PORTEX BDC LTD,C:/python_work/bvn_user_actitities/destination/
599314,REHOBOTH BDC,C:/python_work/bvn_user_actitities/destination/
599315,SCADI BDC LTD,C:/python_work/bvn_user_actitities/destination/
599316,TEMYA BDC LTD,C:/python_work/bvn_user_actitities/destination/
