bankCode,bankName,dest
260261,Ilisan Microfinance Bank Ltd,C:/python_work/bvn_user_actitities/destination/
272525,DAYLIGHT MFB,C:/python_work/bvn_user_actitities/destination/
302010,SHALOM INVESTMENT AND FINANACIAL  SERVICES LTD,C:/python_work/bvn_user_actitities/destination/
323031,COVENANT MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
323232,CAMRY SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
325226,TOWER SECURITIES & INV. CO LTD,C:/python_work/bvn_user_actitities/destination/
345678,Nova Merchant Bank,C:/python_work/bvn_user_actitities/destination/
345768,APEL CAPITAL REGISTRARS,C:/python_work/bvn_user_actitities/destination/
352541,POLYBADAN MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
362514,NFIU,C:/python_work/bvn_user_actitities/destination/
365218,CashConnect Microfinance Bank Limited,C:/python_work/bvn_user_actitities/destination/
369854,ALLIANZBRIDGE FINANCE LIMITED,C:/python_work/bvn_user_actitities/destination/
369874,BOSAK MICROFINANCE BANK LIMITED,C:/python_work/bvn_user_actitities/destination/
378909,Association of Bureaux De change of Nigeria (ABCON),C:/python_work/bvn_user_actitities/destination/
411002,Skystone Capital & Investment Limited,C:/python_work/bvn_user_actitities/destination/
411010,TRINITY FINANCE LTD,C:/python_work/bvn_user_actitities/destination/
411012,FIRST OPTION MFB LTD,C:/python_work/bvn_user_actitities/destination/
411402,Alekun Microfinance Bank,C:/python_work/bvn_user_actitities/destination/
411422,Unified Payment Services Ltd,C:/python_work/bvn_user_actitities/destination/
411424,ZINTERNET NIGERIA LIMITED,C:/python_work/bvn_user_actitities/destination/
411700,ABOVEONLY MFB LTD,C:/python_work/bvn_user_actitities/destination/
411741,Maritime Microfinance Bank,C:/python_work/bvn_user_actitities/destination/
411744,ISLAND MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
414785,NEPTUNE MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
418576,EL-ELYON ALLIACES & SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
424242,ETRANZACT INTERNATIONAL PLC,C:/python_work/bvn_user_actitities/destination/
432112,Corestep Microfinanc Bank,C:/python_work/bvn_user_actitities/destination/
435362,VFD MFB,C:/python_work/bvn_user_actitities/destination/
444222,EdFin Microfinance Bank Limited,C:/python_work/bvn_user_actitities/destination/
452411,Peniel Microfinance Bank Ltd,C:/python_work/bvn_user_actitities/destination/
453627,Galaxy back bone,C:/python_work/bvn_user_actitities/destination/
454112,Wetland Microfinance Bank Limited,C:/python_work/bvn_user_actitities/destination/
454123,PALMERA MICROFINANCE BANK NIG LTD,C:/python_work/bvn_user_actitities/destination/
454411,Platinum Mortgage Bank,C:/python_work/bvn_user_actitities/destination/
454546,APPLE MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
454647,Opay Digital Services Ltd,C:/python_work/bvn_user_actitities/destination/
455454,PALMCOAST MFB,C:/python_work/bvn_user_actitities/destination/
455485,OCON SUCCESS MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
456456,PALMPAY LTD,C:/python_work/bvn_user_actitities/destination/
456546,BOWEN MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
456777,Trust Microfinance Bank,C:/python_work/bvn_user_actitities/destination/
456787,Chikum MFB,C:/python_work/bvn_user_actitities/destination/
456987,Mainstreet Bank Capital Limited,C:/python_work/bvn_user_actitities/destination/
457896,CRYSTAL FINANCE COMPANY LIMITED,C:/python_work/bvn_user_actitities/destination/
475896,NNEW WOMEN'S MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
500000,0,C:/python_work/bvn_user_actitities/destination/
500001,MAXIFUND INVESTMENTS AND SECURITIES,C:/python_work/bvn_user_actitities/destination/
500002,CASHVILLE INVESMENTS & SECURITIES,C:/python_work/bvn_user_actitities/destination/
500005,TRUST YIELDS SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
500008,Centurion Registrars,C:/python_work/bvn_user_actitities/destination/
500015,GROOMING MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
500021,FCMB MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
500022,ANCHORIA INVESTMENT AND SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
500025,Pinefields Investment Services,C:/python_work/bvn_user_actitities/destination/
500026,SAFETRUST MORTGAGE BANK,C:/python_work/bvn_user_actitities/destination/
500029,TOMIL TRUST LIMITED,C:/python_work/bvn_user_actitities/destination/
500030,APEL CAPITAL AND TRUST,C:/python_work/bvn_user_actitities/destination/
500031,Nigeria Mortgage Refinance Company(NMRC),C:/python_work/bvn_user_actitities/destination/
500032,Veritas Reg Ltd,C:/python_work/bvn_user_actitities/destination/
500033,MERISTEM REGISTARS,C:/python_work/bvn_user_actitities/destination/
500036,GTI ASSET MANAGEMENT & TRUST LIMITED,C:/python_work/bvn_user_actitities/destination/
500043,LIGHTHOUSE ASSET MANAGEMENT,C:/python_work/bvn_user_actitities/destination/
500045,Meridian Microfinance Bank Ltd,C:/python_work/bvn_user_actitities/destination/
500046,MAINSTREET MFB,C:/python_work/bvn_user_actitities/destination/
500047,Polyunwana Microfinance,C:/python_work/bvn_user_actitities/destination/
500055,BAINES CREDIT MFB LTD,C:/python_work/bvn_user_actitities/destination/
500056,RELIANCE MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
500060,SPRINGBOARD TRUST AND INV. LTD,C:/python_work/bvn_user_actitities/destination/
500070,SOLID ROCK SECURITIES & INVESTMENT,C:/python_work/bvn_user_actitities/destination/
500071,AMYN INVESTMENTS,C:/python_work/bvn_user_actitities/destination/
500072,NEW DAWN MICRO FINANCE BANK,C:/python_work/bvn_user_actitities/destination/
500079,PACE REGISTRARS,C:/python_work/bvn_user_actitities/destination/
500090,DYNAMIC PORTFOLIO FINANCE CO LTD,C:/python_work/bvn_user_actitities/destination/
500091,CardinalStone Registrars,C:/python_work/bvn_user_actitities/destination/
500092,Arthur Steven,C:/python_work/bvn_user_actitities/destination/
500093,VTNetwork Limited,C:/python_work/bvn_user_actitities/destination/
500095,O3 CAPITAL NIGERIA LTD,C:/python_work/bvn_user_actitities/destination/
500098,COUNTY FINANCE LTD,C:/python_work/bvn_user_actitities/destination/
500099,CITIHOMES FINANCE COMPANY LIMITED,C:/python_work/bvn_user_actitities/destination/
500100,KCMB MICROFINANCE BANK LTD,C:/python_work/bvn_user_actitities/destination/
500101,AVA SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
500102,MONEYTRUST,C:/python_work/bvn_user_actitities/destination/
500103,IBILE MFB,C:/python_work/bvn_user_actitities/destination/
500105,MISSION SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
500106,SEEDVEST MFB,C:/python_work/bvn_user_actitities/destination/
500107,ASSETMATRIX MFB LTD,C:/python_work/bvn_user_actitities/destination/
500108,NOWNOW Digital Systems Limited,C:/python_work/bvn_user_actitities/destination/
500109,ADDOSSER MFB,C:/python_work/bvn_user_actitities/destination/
500130,XSLNCE MFB,C:/python_work/bvn_user_actitities/destination/
500200,SURBPOLITAN MICROFINANACE BANK LTD,C:/python_work/bvn_user_actitities/destination/
500222,CSL STOCKBROKERS,C:/python_work/bvn_user_actitities/destination/
500230,NURSAL BDC,C:/python_work/bvn_user_actitities/destination/
500277,THE BRIDGE SECURITIES,C:/python_work/bvn_user_actitities/destination/
500300,REGENT MFB,C:/python_work/bvn_user_actitities/destination/
500501,FIDFUND MFB,C:/python_work/bvn_user_actitities/destination/
500505,NETWORK CAPITAL LTD,C:/python_work/bvn_user_actitities/destination/
500506,SAGAMU MFB,C:/python_work/bvn_user_actitities/destination/
500507,CHAMS MOBILE,C:/python_work/bvn_user_actitities/destination/
500510,NIRSAL PLC,C:/python_work/bvn_user_actitities/destination/
500511,LAPO MFB,C:/python_work/bvn_user_actitities/destination/
500512,E-BARCS MFB,C:/python_work/bvn_user_actitities/destination/
500513,MorganCapital Securities Ltd,C:/python_work/bvn_user_actitities/destination/
500514,EXOTIX CAPITAL,C:/python_work/bvn_user_actitities/destination/
500515,FSL Securities Limited,C:/python_work/bvn_user_actitities/destination/
500545,CROSSWORLD SECURITIES LTD,C:/python_work/bvn_user_actitities/destination/
500599,CIT Microfinance Bank,C:/python_work/bvn_user_actitities/destination/
500600,Development Bank of Nigeria,C:/python_work/bvn_user_actitities/destination/
500700,FUNDVINE CAPITAL AND SECURITIES,C:/python_work/bvn_user_actitities/destination/
500707,PecanTrust Microfinance Bank,C:/python_work/bvn_user_actitities/destination/
500708,SMADAC SECURITIES LIMITED,C:/python_work/bvn_user_actitities/destination/
500710,FINANCIAL AND ANALYTICS CAPITAL LIMITED,C:/python_work/bvn_user_actitities/destination/
500713,INNOVECTIVES LIMITED,C:/python_work/bvn_user_actitities/destination/
500717,Gateway Mortgage Bank,C:/python_work/bvn_user_actitities/destination/
500719,HAREWOOD BDC,C:/python_work/bvn_user_actitities/destination/
500725,TYNDALE SECURITIES,C:/python_work/bvn_user_actitities/destination/
500733,Jigawa Savings and Loans,C:/python_work/bvn_user_actitities/destination/
500741,GOWANS MFB,C:/python_work/bvn_user_actitities/destination/
500767,Cashcraft Asset Management,C:/python_work/bvn_user_actitities/destination/
500771,EQUITY CAPITAL SOLUTIONS,C:/python_work/bvn_user_actitities/destination/
500777,ARM SECURITIES,C:/python_work/bvn_user_actitities/destination/
500987,Bestworth Assets & Trust Ltd,C:/python_work/bvn_user_actitities/destination/
500999,NetplusDotCom Nigeria Limited,C:/python_work/bvn_user_actitities/destination/
501230,Cardinal Stone Securities,C:/python_work/bvn_user_actitities/destination/
501720,Tiddo Securities,C:/python_work/bvn_user_actitities/destination/
502700,BOLKAZ BDC,C:/python_work/bvn_user_actitities/destination/
503000,LIGHTHOUSE REGISTRARS,C:/python_work/bvn_user_actitities/destination/
503711,GREENWICH REGISTRARS AND DATA SOLUTIONS LTD,C:/python_work/bvn_user_actitities/destination/
504030,BCKASH MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
504714,DUNN LOREN MERRIFIELD SECURITIES,C:/python_work/bvn_user_actitities/destination/
505050,FCT-Internal Revenue Service,C:/python_work/bvn_user_actitities/destination/
505700,TRUSTBANC J6 MFB,C:/python_work/bvn_user_actitities/destination/
506700,ZENITH SECURITIES,C:/python_work/bvn_user_actitities/destination/
507730,CITI INVESTMENT CAPITAL,C:/python_work/bvn_user_actitities/destination/
507770,FIDELITY FINANCE COMPANY,C:/python_work/bvn_user_actitities/destination/
508710,ZION STOCKBROKERS & SECURITIES,C:/python_work/bvn_user_actitities/destination/
509230,CASHRITE MFB,C:/python_work/bvn_user_actitities/destination/
509741,APEKS MICROFINANCE BANK,C:/python_work/bvn_user_actitities/destination/
510700,ATLAS REGISTRARS,C:/python_work/bvn_user_actitities/destination/
511030,AWO BDC,C:/python_work/bvn_user_actitities/destination/
512140,EASTMAN MICROFINANCE BANK NIG LTD,C:/python_work/bvn_user_actitities/destination/
515151,FFS Microfinance Bank Limited,C:/python_work/bvn_user_actitities/destination/
516100,HOPE PSB,C:/python_work/bvn_user_actitities/destination/
520438,Coastline MFB LTD,C:/python_work/bvn_user_actitities/destination/
522222,CONSUMER MFB,C:/python_work/bvn_user_actitities/destination/
522512,STB MORTGAGE BANK,C:/python_work/bvn_user_actitities/destination/
523030,NIGERIA POLICE MORTGAGE BANK,C:/python_work/bvn_user_actitities/destination/
523031,WIZE BDC LTD,C:/python_work/bvn_user_actitities/destination/
523032,PINNACLE BDC,C:/python_work/bvn_user_actitities/destination/
523033,DIGIT EXCHANGE BDC,C:/python_work/bvn_user_actitities/destination/
523034,MASTERS BDCLTD,C:/python_work/bvn_user_actitities/destination/
523035,EXPRESS MONEY LINK,C:/python_work/bvn_user_actitities/destination/
523036,ALWISAM INTL BDC,C:/python_work/bvn_user_actitities/destination/
523037,TIMULI BDC LTD,C:/python_work/bvn_user_actitities/destination/
523038,A & S BDC LTD,C:/python_work/bvn_user_actitities/destination/
523039,THRESHOLD OF TRUST BDC,C:/python_work/bvn_user_actitities/destination/
523040,BENJID BDC LTD,C:/python_work/bvn_user_actitities/destination/
523041,NETWORK RELATED BDC,C:/python_work/bvn_user_actitities/destination/
523042,RECEPTION BDC,C:/python_work/bvn_user_actitities/destination/
523043,NASAD BDC,C:/python_work/bvn_user_actitities/destination/
523044,CREDEX BDC,C:/python_work/bvn_user_actitities/destination/
523045,BUSSINESS TIDES BDC,C:/python_work/bvn_user_actitities/destination/
523046,NIQ BDC,C:/python_work/bvn_user_actitities/destination/
523047,EMIN ABET BDC,C:/python_work/bvn_user_actitities/destination/
523048,MARKET GLOBAL VIEW BDC,C:/python_work/bvn_user_actitities/destination/
523049,SABIL BDC LTD,C:/python_work/bvn_user_actitities/destination/
523050,FAVOUR BDC,C:/python_work/bvn_user_actitities/destination/
523051,ZINDABAD BDC LTD,C:/python_work/bvn_user_actitities/destination/
523052,EVERYDAY CURRENCY BDC,C:/python_work/bvn_user_actitities/destination/
523053,KC ECHETA BDC,C:/python_work/bvn_user_actitities/destination/
523054,TIMELINE BDC LTD,C:/python_work/bvn_user_actitities/destination/
523055,FRANCHAB BDC LTD,C:/python_work/bvn_user_actitities/destination/
523056,ICELINK BDC LTD,C:/python_work/bvn_user_actitities/destination/
523057,MAJI KAWURI INTL BDC,C:/python_work/bvn_user_actitities/destination/
523058,RIGHT DESTINATION BDC,C:/python_work/bvn_user_actitities/destination/
523059,TRADOX BDC LTD,C:/python_work/bvn_user_actitities/destination/
523060,POTTERHOUSE BDC LTD,C:/python_work/bvn_user_actitities/destination/
523061,WINWIN BDC LTD,C:/python_work/bvn_user_actitities/destination/
523062,MCMENA BDC LTD,C:/python_work/bvn_user_actitities/destination/
523063,ATETE BDC LTD,C:/python_work/bvn_user_actitities/destination/
523064,AVAKS BDC LTD,C:/python_work/bvn_user_actitities/destination/
523065,LORD MIKE BDC,C:/python_work/bvn_user_actitities/destination/
523066,ASUIH BDC LTD,C:/python_work/bvn_user_actitities/destination/
523067,OMAC BDC LTD,C:/python_work/bvn_user_actitities/destination/
523068,FOREIGN EXCHANGE BDC,C:/python_work/bvn_user_actitities/destination/
523069,FERDINAND BDC LTD,C:/python_work/bvn_user_actitities/destination/
523070,OKPNOPKU BDC LTD,C:/python_work/bvn_user_actitities/destination/
523071,NKALA BDC LTD,C:/python_work/bvn_user_actitities/destination/
523072,ALL BLUES BDC,C:/python_work/bvn_user_actitities/destination/
523073,GOLD BOND BDC,C:/python_work/bvn_user_actitities/destination/
523074,DATTIJO BDC LTD,C:/python_work/bvn_user_actitities/destination/
523075,ADDON BDC LTD,C:/python_work/bvn_user_actitities/destination/
523076,BOK BDC LTD,C:/python_work/bvn_user_actitities/destination/
523077,PENTAGON BDC,C:/python_work/bvn_user_actitities/destination/
523078,TOMIL BDC LTD,C:/python_work/bvn_user_actitities/destination/
523079,TABS BDC,C:/python_work/bvn_user_actitities/destination/
523080,INTERCURRENCY EXCHANGE,C:/python_work/bvn_user_actitities/destination/
523081,GMI BDC,C:/python_work/bvn_user_actitities/destination/
523082,NURSIMAN BDC,C:/python_work/bvn_user_actitities/destination/
523083,ACCORD BDC,C:/python_work/bvn_user_actitities/destination/
523084,LARUSH BDC,C:/python_work/bvn_user_actitities/destination/
523085,HICEL BDC,C:/python_work/bvn_user_actitities/destination/
523086,LOCKWOOD BDC,C:/python_work/bvn_user_actitities/destination/
523087,WISE VISION BDCV,C:/python_work/bvn_user_actitities/destination/
523088,OCEAN POWER BDC,C:/python_work/bvn_user_actitities/destination/
523089,VILLAGOLF BDC LTD,C:/python_work/bvn_user_actitities/destination/
523091,MALIKA BDC,C:/python_work/bvn_user_actitities/destination/
523092,GOLDEN SHELL BDC,C:/python_work/bvn_user_actitities/destination/
523093,NASWAD BDC,C:/python_work/bvn_user_actitities/destination/
523094,HENRY MC CATTY ASS BDC,C:/python_work/bvn_user_actitities/destination/
523095,GREAT ALBERT BDC,C:/python_work/bvn_user_actitities/destination/
523096,STANDOUT BDC,C:/python_work/bvn_user_actitities/destination/
523097,WASAWA BDC,C:/python_work/bvn_user_actitities/destination/
523098,JOHN BRIGHT BDC,C:/python_work/bvn_user_actitities/destination/
523099,PACO JOHN BDC LTD,C:/python_work/bvn_user_actitities/destination/
523100,S.AMINU BDC,C:/python_work/bvn_user_actitities/destination/
523101,MID LAND BDC,C:/python_work/bvn_user_actitities/destination/
523102,LION BDC,C:/python_work/bvn_user_actitities/destination/
523103,CITY LAND BDC,C:/python_work/bvn_user_actitities/destination/
523104,HACO BDC,C:/python_work/bvn_user_actitities/destination/
523105,SONRIS BDC,C:/python_work/bvn_user_actitities/destination/
523106,SAFE FORTE BDC,C:/python_work/bvn_user_actitities/destination/
523108,TRUST KEY FUND BDC,C:/python_work/bvn_user_actitities/destination/
523109,KRESTO PACO BDC,C:/python_work/bvn_user_actitities/destination/
523110,COMSTAR BDC LTD,C:/python_work/bvn_user_actitities/destination/
523111,KLEAR BDC LTD,C:/python_work/bvn_user_actitities/destination/
523112,DEKIR BDC,C:/python_work/bvn_user_actitities/destination/
523113,FADAMA BDC,C:/python_work/bvn_user_actitities/destination/
523114,MOSS BDC,C:/python_work/bvn_user_actitities/destination/
523115,VERTOPLUS BDC,C:/python_work/bvn_user_actitities/destination/
523116,TORANTO BDC,C:/python_work/bvn_user_actitities/destination/
523118,EASTFUND BDC,C:/python_work/bvn_user_actitities/destination/
523119,RIMONO BDC,C:/python_work/bvn_user_actitities/destination/
523120,LESCON BDC,C:/python_work/bvn_user_actitities/destination/
523121,TRUE TRUST BDC,C:/python_work/bvn_user_actitities/destination/
523122,AXIS BDC,C:/python_work/bvn_user_actitities/destination/
523123,SYSTEMS BDC LTD,C:/python_work/bvn_user_actitities/destination/
523124,FUNDSRITE BDC LTD,C:/python_work/bvn_user_actitities/destination/
523125,MORGAN BDC LTD,C:/python_work/bvn_user_actitities/destination/
523126,CLIFPAUL BDC,C:/python_work/bvn_user_actitities/destination/
523127,EDDYHOPE BDC LTD,C:/python_work/bvn_user_actitities/destination/
523128,KAMKAZ BDC LTD,C:/python_work/bvn_user_actitities/destination/
523129,Xovia BDC Limited,C:/python_work/bvn_user_actitities/destination/
523130,IBANASU BDC LTD,C:/python_work/bvn_user_actitities/destination/
523131,COSANN BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
523132,OXFORD BDC LTD,C:/python_work/bvn_user_actitities/destination/
523133,CONCERN BDC,C:/python_work/bvn_user_actitities/destination/
523134,DUKO BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
523135,HANKOOK BDC,C:/python_work/bvn_user_actitities/destination/
523136,SHEFIELD BDC LTD,C:/python_work/bvn_user_actitities/destination/
523137,GIANTSTRIDE BDC,C:/python_work/bvn_user_actitities/destination/
523138,WAVES BDC LTD,C:/python_work/bvn_user_actitities/destination/
523139,LEO DE GREAT BDC LTD,C:/python_work/bvn_user_actitities/destination/
523140,FUNDTRUST BDC LTD,C:/python_work/bvn_user_actitities/destination/
523141,MAFIGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
525252,Royal Trust Securities Limited,C:/python_work/bvn_user_actitities/destination/
527061,INFINITY MFB LTD,C:/python_work/bvn_user_actitities/destination/
532211,Sincere MFB,C:/python_work/bvn_user_actitities/destination/
533230,PROMINENT SECURITIES,C:/python_work/bvn_user_actitities/destination/
533231,PILLAR GATE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533232,IBID BDC LTD,C:/python_work/bvn_user_actitities/destination/
533233,Castillo Torres BDC LTD,C:/python_work/bvn_user_actitities/destination/
533234,CASTLES BDC LTD,C:/python_work/bvn_user_actitities/destination/
533235,BLUE DIAMOND BDC,C:/python_work/bvn_user_actitities/destination/
533236,MIDLANDC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533237,SAFEX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533238,ALEXCHRIS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533239,PARADISE FOREX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533240,NAMANI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533241,CHARTWELL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533242,MEGSTIN BDC LTD,C:/python_work/bvn_user_actitities/destination/
533243,RHEMAH BDC LTD,C:/python_work/bvn_user_actitities/destination/
533245,MERION TRAVEL BDC,C:/python_work/bvn_user_actitities/destination/
533246,OFOLIX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533247,ROCK-STAR BDC LTD,C:/python_work/bvn_user_actitities/destination/
533248,CHILK-DUM BDC LTD,C:/python_work/bvn_user_actitities/destination/
533249,JONIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533250,TENDEREX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533251,BLUEPOND BDC LTD,C:/python_work/bvn_user_actitities/destination/
533252,ADC GLOBAL BDC,C:/python_work/bvn_user_actitities/destination/
533253,REXEL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533254,SET UP BDC LTD,C:/python_work/bvn_user_actitities/destination/
533255,MIB BDC LTD,C:/python_work/bvn_user_actitities/destination/
533256,COMPUSERVE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533257,EMZY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533258,RESSDIVA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533259,VERITAS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533260,GREENSTEM BDC LTD,C:/python_work/bvn_user_actitities/destination/
533261,FIRST CAPITOL EXPRESS BDC,C:/python_work/bvn_user_actitities/destination/
533262,AA SILLA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533263,DAN ABARI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533264,O LIX J BDC LTD,C:/python_work/bvn_user_actitities/destination/
533265,AUSE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533266,MABINAS BDC,C:/python_work/bvn_user_actitities/destination/
533267,SAUKI FOREX EXCHANGE BDC,C:/python_work/bvn_user_actitities/destination/
533268,ROLLERS FOREX  BDC LTD,C:/python_work/bvn_user_actitities/destination/
533269,TAYO FOREX BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533270,SEEGNAL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533271,HABDAMOL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533272,SOLHEDGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533273,MAIBURGAMA BDC,C:/python_work/bvn_user_actitities/destination/
533274,TARU BDC LTD,C:/python_work/bvn_user_actitities/destination/
533275,FRONT RUNNERS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533276,HUMBLE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533277,TWENTY TWENTY WISE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533278,THREE SIBLINGS BDC  LTD,C:/python_work/bvn_user_actitities/destination/
533279,UMMAR BDC LTD,C:/python_work/bvn_user_actitities/destination/
533280,AVIT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533281,AYK Funds BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533282,ZINTO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533283,ENBIT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533284,RHAD BDC LTD,C:/python_work/bvn_user_actitities/destination/
533285,HR BDC LTD,C:/python_work/bvn_user_actitities/destination/
533286,Bustan BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533287,JE OKOYE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533288,ZOMMAH BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533289,Synot  BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533290,GOOD SHEPERED BDC LTD,C:/python_work/bvn_user_actitities/destination/
533291,FRALINK BDC LTD,C:/python_work/bvn_user_actitities/destination/
533292,OYINBO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533293,ZINTAX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533294,KANSAS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533295,U & C BDC LTD,C:/python_work/bvn_user_actitities/destination/
533296,New Century  BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533297,CITY BDC LTD,C:/python_work/bvn_user_actitities/destination/
533298,MONEY MALL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533299,GOLDMARK BDC LTD,C:/python_work/bvn_user_actitities/destination/
533300,Lumo Cash  BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533301,NITCHEZ BDC LTD,C:/python_work/bvn_user_actitities/destination/
533302,LABORATE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533303,Give & Collect BDC,C:/python_work/bvn_user_actitities/destination/
533304,MAROON BDC LTD,C:/python_work/bvn_user_actitities/destination/
533305,Depenable BDC Ltd,C:/python_work/bvn_user_actitities/destination/
533306,VIDA SEM BDC LTD,C:/python_work/bvn_user_actitities/destination/
533307,TAURUS BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533308,INTERFUND BDC LTD,C:/python_work/bvn_user_actitities/destination/
533310,REPUBLIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533311,Hadaico BDC,C:/python_work/bvn_user_actitities/destination/
533312,EMPIRICA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533314,RONFLOKS BDC LTD,C:/python_work/bvn_user_actitities/destination/
533315,TRAVELLERS EVE GLOBAL BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533316,CARDIFF BDC LTD,C:/python_work/bvn_user_actitities/destination/
533317,AL-JEREYE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533319,ONIMISI BDC LTD,C:/python_work/bvn_user_actitities/destination/
533320,DIO BDC LTD,C:/python_work/bvn_user_actitities/destination/
533321,MOUNTAIN TOP BDC LTD,C:/python_work/bvn_user_actitities/destination/
533322,COGNATE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533323,OLVIC BDC LTD,C:/python_work/bvn_user_actitities/destination/
533324,KANEX BDC LTD,C:/python_work/bvn_user_actitities/destination/
533325,A&C BDC LTD,C:/python_work/bvn_user_actitities/destination/
533326,SWAN BDC LTD,C:/python_work/bvn_user_actitities/destination/
533327,K.C.B Bureau de Change Ltd,C:/python_work/bvn_user_actitities/destination/
533328,MIDLAND BDC LTD.,C:/python_work/bvn_user_actitities/destination/
533329,AVERIA BDC LIMITED,C:/python_work/bvn_user_actitities/destination/
533330,Romi Exchange Bureau de Change Ltd,C:/python_work/bvn_user_actitities/destination/
533331,NESCHI GLOBAL BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533332,BBL BDC LTD,C:/python_work/bvn_user_actitities/destination/
533333,KEYPOINT BDC LTD,C:/python_work/bvn_user_actitities/destination/
533334,PENINSULA BDC,C:/python_work/bvn_user_actitities/destination/
533335,AMTRAL BUREAU DE CHANGE,C:/python_work/bvn_user_actitities/destination/
533336,Stallion Gold Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533337,GABSON EXCHANGE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533338,NASHIHA BDC LTD,C:/python_work/bvn_user_actitities/destination/
533339,Links Ultimate Standard  Bdc Ltd,C:/python_work/bvn_user_actitities/destination/
533340,TRAVELLERS CHOICE BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533341,MUAZ BDC LTD,C:/python_work/bvn_user_actitities/destination/
533342,LSF DINNE BDC LTD,C:/python_work/bvn_user_actitities/destination/
533343,CHERISH BUREAU DE CHANGE LIMITED,C:/python_work/bvn_user_actitities/destination/
533344,Express moneylink bdc Ltd,C:/python_work/bvn_user_actitities/destination/
